"obs","paper_id","paper_obs_count","i_report","la","la_type","la_aggmean","la_indmean","la_indmedian","both_stats","se","se_imp","se_type","se_calc","se_calc_method","main_citation","main_title","main_lastnames","main_firstnames","main_yearpub","main_published","main_journal","main_affliations","pub_econtopfive","pub_regular","pub_unpub","pub_type_1","pub_type_2","journal_if","journal_if_std","data_type","type_lab_exp","type_field_exp","type_class_exp","type_online_exp","type_gameshow","type_field_other","location","loc_lab","loc_field","loc_online","loc_class","subject","subject_children","subject_uni","subject_elderly","subject_gen","subject_farmer","subject_mixed","subject_unknown","subject_monkey","reward","reward_type","reward_real","reward_money","reward_food","reward_cons_good","reward_env_good","reward_health","reward_other","reward_mixed","method","method_question","method_seqbin","method_mpl","method_matching","method_bdm","method_gp","method_other","method_other_type","computer","spec_u","spec_u_fine","spec_u_est","spec_u_crra","spec_u_crra_eq","spec_u_crra_noneq","spec_u_cara","spec_u_linear","spec_u_other","spec_nonparametric","spec_rp","spec_rp_statusquo","spec_rp_expectation","spec_rp_zero","spec_rp_other","la_def","loss_tversky_kahneman","loss_koebberling_wakker","loss_neilson","loss_wakker_tversky","loss_bowman","loss_koszegi_rabin","loss_other","loc_country","loc_state","loc_city","continent","continent_africa","continent_europe","continent_s_america","continent_asia","continent_oceania","continent_n_america","continent_multiple","journal_category","journal_cat_1","journal_cat_2","cat_econ","cat_psych","cat_neuro","cat_agri","cat_medical","cat_mgt","cat_transport","cat_multi"
150,32,6,126,2.61,"Ind. median",0,0,1,1,6.57,6.57,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
151,32,7,127,1.17,"Ind. mean",0,1,0,1,0.19,0.19,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
152,32,8,127,1.11,"Ind. median",0,0,1,1,0.19,0.19,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
153,32,9,128,1.33,"Ind. mean",0,1,0,1,0.41,0.41,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
154,32,10,128,1.17,"Ind. median",0,0,1,1,0.41,0.41,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
155,32,11,129,1.64,"Ind. mean",0,1,0,1,0.76,0.76,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
156,32,12,129,1.36,"Ind. median",0,0,1,1,0.76,0.76,"SE reported",0,NA,"Dimmock and Kouwenberg (2010)","Loss-Aversion and Household Portfolio Choice","Dimmock; Kouwenberg","Stephen G.; Roy",2010,1,"Journal of Empirical Finance","Michigan State University; Mahidol University; Erasmus University Rotterdam",0,1,0,"Published","Published",1.244,-0.357163699499211,"Online experiment",0,0,0,1,0,0,"Online",0,0,1,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,1,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Economics","Economics","Business, Finance",1,0,0,0,0,0,0,0
157,33,1,130,2.74,"Ind. mean",0,1,0,0,0.25516,0.25516,"SE reported",0,NA,"Fleming and Dolan (2010)","Effects of Loss Aversion on Post-Decision Wagering: Implications for Measures of Awareness","Fleming; Dolan","Stephen M.; Raymond J.",2010,1,"Consciousness and Cognition","University College London",0,1,0,"Published","Published",1.855,-0.255170858709922,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"UK",NA,"London","Europe",0,1,0,0,0,0,0,"Psychology","Psychology, Experimental","Psychiatry/Psychology",0,1,0,0,0,0,0,0
158,34,1,131,2.62,"Ind. mean",0,1,0,1,0.08875,0.08875,"SE reported",0,NA,"Gaechter et al. (2010)","Individual-Level Loss Aversion in Riskless and Risky Choices","Gaechter; Johnson; Herrmann","Simon; Eric; Andreas",2010,0,NA,"University of Nottingham; Columbia Business School, Zentrum Fur Business School",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Real",0,0,1,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Austria; Germany; Switzerland",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
159,34,2,131,2,"Ind. median",0,0,1,1,0.08875,0.08875,"SE reported",0,NA,"Gaechter et al. (2010)","Individual-Level Loss Aversion in Riskless and Risky Choices","Gaechter; Johnson; Herrmann","Simon; Eric; Andreas",2010,0,NA,"University of Nottingham; Columbia Business School, Zentrum Fur Business School",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Cons. good","Non-money","Real",0,0,1,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Austria; Germany; Switzerland",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
160,34,3,132,1.63,"Ind. mean",0,1,0,1,0.02307,0.02307,"SE reported",1,"IQR","Gaechter et al. (2010)","Individual-Level Loss Aversion in Riskless and Risky Choices","Gaechter; Johnson; Herrmann","Simon; Eric; Andreas",2010,0,NA,"University of Nottingham; Columbia Business School, Zentrum Fur Business School",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Austria; Germany; Switzerland",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
161,34,4,132,1.5,"Ind. median",0,0,1,1,0.02307,0.02307,"SE reported",1,"IQR","Gaechter et al. (2010)","Individual-Level Loss Aversion in Riskless and Risky Choices","Gaechter; Johnson; Herrmann","Simon; Eric; Andreas",2010,0,NA,"University of Nottingham; Columbia Business School, Zentrum Fur Business School",0,0,1,"Unpublished","Unpublished",NA,NA,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Austria; Germany; Switzerland",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
162,35,1,133,1.96,"Ind. mean",0,1,0,0,0.38,0.38,"SE reported",0,NA,"Harrison et al. (2010)","Characterizing Risk Attitudes of Industrial Managers","Harrison; Moritz; Pibernik","Gelnn; Sebastian; Richard",2010,0,NA,"Georgia State University; European Business School; European Business School",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Austria; Germany; Switzerland",NA,NA,"Europe",0,1,0,0,0,0,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
163,36,1,134,2.26,"Ind. mean",0,1,0,1,0.115,0.115,"SE reported",0,NA,"Levy (2010)","Loss Aversion and the Price of Risk","Levy","Moshe",2010,1,"Quantitative Finance","Hebrew University",0,1,0,"Published","Published",1.357,-0.338300866423614,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Financial market data",0,"Linear","Linear",1,0,0,0,0,1,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Australia; Belgium; Canada; Denmark; France; Germany; Ireland; Italy; Japan; Netherlands; South Africa; Spain; Sweden; Switzerland; UK; USA",NA,NA,"Multiple",0,0,0,0,0,0,1,"Economics","Economics","Mathematics, Interdisciplinary Applications",1,0,0,0,0,0,0,0
164,36,2,134,2.23,"Ind. median",0,0,1,1,0.115,0.115,"SE reported",0,NA,"Levy (2010)","Loss Aversion and the Price of Risk","Levy","Moshe",2010,1,"Quantitative Finance","Hebrew University",0,1,0,"Published","Published",1.357,-0.338300866423614,"Other field data",0,0,0,0,0,1,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,"Financial market data",0,"Linear","Linear",1,0,0,0,0,1,0,0,"Status quo",1,0,0,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Australia; Belgium; Canada; Denmark; France; Germany; Ireland; Italy; Japan; Netherlands; South Africa; Spain; Sweden; Switzerland; UK; USA",NA,NA,"Multiple",0,0,0,0,0,0,1,"Economics","Economics","Mathematics, Interdisciplinary Applications",1,0,0,0,0,0,0,0
165,37,1,135,2.962,"Aggregate",1,0,0,0,1.486,1.486,"SE reported",0,NA,"Nguyen (2010)","How Nurture can Shape Preferences: An Experimental Study on Risk Preferences of Vietnamese Fishers","Nguyen","Quang",2010,1,"Environment and Development Economics","CNRS Faculté De Sciences Économiques et De Gestion",0,1,0,"Published","Published",1.217,-0.361670748110194,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Vietnam",NA,"3 villages in the North; 3 villages in the South","Asia",0,0,0,1,0,0,0,"Economics","Economics","Environmental Studies",1,0,0,0,0,0,0,0
166,37,2,136,5.183,"Aggregate",1,0,0,0,1.165,1.165,"SE reported",0,NA,"Nguyen (2010)","How Nurture can Shape Preferences: An Experimental Study on Risk Preferences of Vietnamese Fishers","Nguyen","Quang",2010,1,"Environment and Development Economics","CNRS Faculté De Sciences Économiques et De Gestion",0,1,0,"Published","Published",1.217,-0.361670748110194,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Vietnam",NA,"3 villages in the North; 3 villages in the South","Asia",0,0,0,1,0,0,0,"Economics","Economics","Environmental Studies",1,0,0,0,0,0,0,0
167,38,1,137,2.63,"Ind. mean",0,1,0,0,NA,0.05958,"SE imputed",0,NA,"Tanaka et al. (2010)","Risk and Time Preferences: Linking Experimental and Household Survey Data from Vietnam","Tanaka; Camerer; Nguyen","Tomomi; Colin F; Quang",2010,1,"American Economic Review","Arizona State University; California Institute Technology; Universite Lumiere (Lyon 2)",1,0,0,"Published","Econ Top 5",4.097,0.119081103728026,"Field experiment",0,1,0,0,0,0,"Field",0,1,0,0,"General",0,0,0,1,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"MPL",0,0,1,0,0,0,0,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Vietnam",NA,"Can Tho City; Ca Mau Province; Tra Vinh Province; Vinh Phuc Province; Thai Binh Province","Asia",0,0,0,1,0,0,0,"Economics","Economics","Economics & Business",1,0,0,0,0,0,0,0
168,39,1,138,1.4,"Ind. median",0,0,1,0,NA,0.21478,"SE imputed",0,NA,"van Assen and Snijders (2010)","The Effect of Nonlinear Utility on Behaviour in Repeated Prisoner's Dilemmas","van Assen; Snijders","M.A.L.M.; C.C.P.",2010,1,"Rationality and Society","Tilburg University; Eindhoven University of Technology",0,1,0,"Published","Published",0.531,-0.476183168374437,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - H","Hypothetical",1,0,0,0,0,0,0,"Other",0,0,0,0,0,0,1,NA,0,"CRRA","CRRA (non eq)",1,1,0,1,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"Netherlands",NA,NA,"Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Sociology",0,0,0,0,0,0,0,1
169,40,1,139,4.3,"Aggregate",1,0,0,0,NA,4.17646,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
170,40,2,140,3.5,"Aggregate",1,0,0,0,NA,0.24884,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
171,40,3,141,2.4,"Aggregate",1,0,0,0,NA,0.0875,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
172,40,4,142,2.5,"Aggregate",1,0,0,0,NA,0.17302,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
173,40,5,143,2.5,"Aggregate",1,0,0,0,NA,0.9787,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
174,40,6,144,2,"Aggregate",1,0,0,0,NA,0.04749,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
175,40,7,145,1.9,"Aggregate",1,0,0,0,NA,0.52062,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
176,40,8,146,2,"Aggregate",1,0,0,0,NA,0.52157,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
177,40,9,147,3,"Aggregate",1,0,0,0,NA,0.29365,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
178,40,10,148,3.5,"Aggregate",1,0,0,0,NA,0.25911,"SE imputed",0,NA,"van de Kaa (2010)","Sign-Dependent Value of Time in Stated Preference: Judgment Bias or Exposure of Genuine Preference?","van de Kaa","Evert Jan",2010,1,"European Journal of Transport and Infrastructure Research","Delft University of Technology",0,1,0,"Published","Published",1.431,-0.325948214674993,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"General",0,0,0,1,0,0,0,0,"Other","Non-money","Hypothetical",0,0,0,0,0,1,0,"Questionnaire",1,0,0,0,0,0,0,NA,0,"NA","NA",0,0,0,0,0,0,0,0,"Other",0,0,0,1,"NA",0,0,0,0,0,0,0,"Netherlands",NA,"Rijkswaterstaat","Europe",0,1,0,0,0,0,0,"Multi-disciplinary","Social Sciences, General","Transportation",0,0,0,0,0,0,0,1
179,41,1,149,1.84,"Ind. mean",0,1,0,1,NA,0.08661,"SE imputed",0,NA,"Wang et al. (2010)","Dynamically Optimized Sequential Experimentation (DOSE) for Estimating Economic Preference Parameters","Wang; Filiba; Camerer","Stephanie; Michelle; Colin",2010,0,NA,"Caltech",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
180,41,2,149,1.52,"Ind. median",0,0,1,1,NA,0.08335,"SE imputed",0,NA,"Wang et al. (2010)","Dynamically Optimized Sequential Experimentation (DOSE) for Estimating Economic Preference Parameters","Wang; Filiba; Camerer","Stephanie; Michelle; Colin",2010,0,NA,"Caltech",0,0,1,"Unpublished","Unpublished",NA,NA,"Lab experiment",1,0,0,0,0,0,"Lab",1,0,0,0,"Uni. population",0,1,0,0,0,0,0,0,"Money","Money - R","Real",1,0,0,0,0,0,0,"Seq. binary",0,1,0,0,0,0,0,NA,0,"CRRA","CRRA (eq)",1,1,1,0,0,0,0,0,"Zero",0,0,1,0,"Tversky-Kahneman",1,0,0,0,0,0,0,"USA",NA,NA,"North America",0,0,0,0,0,1,0,"Unpublished",NA,NA,0,0,0,0,0,0,0,0
